Ref,Val,Package,PosX,PosY,Rot,Side
"J3","Conn_01x04","PinHeader_1x04_P2.54mm_Horizontal",138.390000,-60.025000,-90.000000,top
"R1","10K","R_0402_1005Metric",134.440000,-89.400000,180.000000,top
